timestamp,elapsed_ms,rss_kb,vsz_kb,footprint_kb,event
2026-05-27T01:13:12.036Z,70752,7564848,434644688,10565933,
2026-05-27T01:13:12.101Z,70817,7581744,434647728,10575053,compile:/[teamSlug]/[project]/agent/recipes/[automationId]
2026-05-27T01:13:12.282Z,70998,7612992,434647728,10599341,
2026-05-27T01:13:12.536Z,71252,7655248,434647728,10637613,
2026-05-27T01:13:12.791Z,71507,7766448,434647728,10747981,
2026-05-27T01:13:13.043Z,71759,7785280,434647728,10749500,
2026-05-27T01:13:13.296Z,72012,7953264,434618320,10818172,
2026-05-27T01:13:13.368Z,72084,7967152,434621312,10823884,compile:/[teamSlug]/[project]/agent/tasks
2026-05-27T01:13:13.546Z,72262,8005168,434621312,10851180,
2026-05-27T01:13:13.793Z,72509,8056128,434621312,10891292,
2026-05-27T01:13:14.048Z,72764,8125328,434613072,10987836,
2026-05-27T01:13:14.296Z,73012,8181888,434613072,11007484,
2026-05-27T01:13:14.546Z,73262,8275376,434613072,11101212,
2026-05-27T01:13:14.655Z,73371,8300032,434616272,11119341,compile:/[teamSlug]/[project]/agent/usage
2026-05-27T01:13:14.800Z,73516,8352192,434616272,11163853,
2026-05-27T01:13:15.051Z,73767,8454832,434616272,11212941,
2026-05-27T01:13:15.296Z,74012,8505312,434616272,11259661,
2026-05-27T01:13:15.558Z,74274,8528032,434616272,11308909,
2026-05-27T01:13:15.800Z,74516,8399184,434616272,11424557,
2026-05-27T01:13:16.058Z,74774,8431616,434616272,11448653,
2026-05-27T01:13:16.295Z,75011,8282000,434616272,11545149,
2026-05-27T01:13:16.556Z,75272,8123024,434616336,11599325,
2026-05-27T01:13:16.600Z,75316,8034448,434619760,11599325,compile:/[teamSlug]/[project]/ai-gateway
2026-05-27T01:13:16.804Z,75520,7839808,434619760,11620813,
2026-05-27T01:13:17.053Z,75769,7853104,434619760,11654029,
2026-05-27T01:13:17.326Z,76042,7894544,434603280,11751773,
2026-05-27T01:13:17.557Z,76273,7881808,434603280,11772717,
2026-05-27T01:13:17.813Z,76529,7908928,434603280,11865037,
2026-05-27T01:13:18.036Z,76752,7905808,434606928,11888109,compile:/[teamSlug]/[project]/ai-gateway/api-keys
2026-05-27T01:13:18.082Z,76798,7903440,434606928,11888109,
2026-05-27T01:13:18.331Z,77047,7708080,434606928,11887437,
2026-05-27T01:13:18.593Z,77309,7599392,434606928,11886877,
2026-05-27T01:13:18.846Z,77562,7449728,434606928,11886797,
2026-05-27T01:13:19.091Z,77807,7415520,434606928,11886701,
2026-05-27T01:13:19.347Z,78063,7396720,434606928,11886701,
2026-05-27T01:13:19.589Z,78305,7396224,434606928,11886701,
2026-05-27T01:13:19.870Z,78586,7388464,434606928,11886701,
2026-05-27T01:13:20.190Z,78906,7707440,434606992,12272222,
2026-05-27T01:13:20.438Z,79154,7727680,438859104,12672798,
2026-05-27T01:13:20.662Z,79378,7943008,438908608,12938958,
2026-05-27T01:13:20.948Z,79664,7840848,438916896,13013582,
2026-05-27T01:13:21.139Z,79855,7947744,438916848,13106271,
2026-05-27T01:13:22.367Z,81083,8395376,438916912,13338271,
2026-05-27T01:13:22.832Z,81548,8235808,438916912,13357599,
2026-05-27T01:13:22.954Z,81670,8079280,438916912,13383247,
2026-05-27T01:13:23.192Z,81908,8229952,438916912,13443359,
2026-05-27T01:13:23.411Z,82127,8343520,438916912,13503407,
2026-05-27T01:13:23.653Z,82369,8410656,438916912,13526063,
2026-05-27T01:13:24.108Z,82824,8421456,438926112,12812192,
2026-05-27T01:13:24.153Z,82869,8408592,439970864,12812192,
2026-05-27T01:13:24.404Z,83120,8564944,439970864,12812320,
2026-05-27T01:13:24.669Z,83385,8561200,439970864,12813120,
2026-05-27T01:13:24.915Z,83631,8364480,439970864,12813152,
2026-05-27T01:13:25.160Z,83876,8478048,439970864,12813216,
2026-05-27T01:13:25.416Z,84132,8513136,439970864,12813312,
2026-05-27T01:13:25.666Z,84382,8352704,439677760,12813408,
2026-05-27T01:13:25.909Z,84625,7929520,439370112,12813471,
2026-05-27T01:13:26.160Z,84876,7525008,440955200,12813599,
2026-05-27T01:13:26.411Z,85127,7667440,440955200,12813648,
2026-05-27T01:13:26.663Z,85379,7826368,440955200,12813712,
2026-05-27T01:13:26.914Z,85630,7985808,440955200,12813776,
2026-05-27T01:13:27.164Z,85880,8154416,440955200,12813840,
2026-05-27T01:13:27.427Z,86143,8300432,440955200,12813904,
2026-05-27T01:13:27.664Z,86380,8438224,440955200,12813984,
2026-05-27T01:13:27.919Z,86635,8590096,440955200,12814032,
2026-05-27T01:13:28.175Z,86891,8644064,440976800,12814464,
2026-05-27T01:13:28.420Z,87136,8671440,441015712,12814960,
2026-05-27T01:13:28.683Z,87399,8661552,441015712,12814208,
2026-05-27T01:13:28.932Z,87648,8659728,441015712,12814384,
2026-05-27T01:13:29.178Z,87894,8589696,440708896,12817840,
2026-05-27T01:13:29.431Z,88147,8283552,440708896,12817920,
2026-05-27T01:13:29.690Z,88406,7794528,440471216,12818208,
2026-05-27T01:13:29.926Z,88642,7399312,440067920,12821056,
2026-05-27T01:13:30.057Z,88773,7483904,440071808,12824864,compile:/[teamSlug]/[project]/ai-gateway/byok
2026-05-27T01:13:30.188Z,88904,7526080,440071808,12827328,
2026-05-27T01:13:30.432Z,89148,6965408,439446160,12884895,
2026-05-27T01:13:30.674Z,89390,6504736,438948784,12996895,
2026-05-27T01:13:30.928Z,89644,6533488,438948784,12707391,
2026-05-27T01:13:31.174Z,89890,6568784,438948784,12745199,
2026-05-27T01:13:31.430Z,90146,6636704,438948784,12859407,
2026-05-27T01:13:31.677Z,90393,6671952,438948784,12862911,
2026-05-27T01:13:31.931Z,90647,6742736,438948784,12986223,
2026-05-27T01:13:32.180Z,90896,6769712,438948784,13000159,
2026-05-27T01:13:32.432Z,91148,6782736,438948784,13022383,
2026-05-27T01:13:32.680Z,91396,6843632,438948784,13117039,
2026-05-27T01:13:32.953Z,91669,6903776,438948784,13208815,
2026-05-27T01:13:33.145Z,91862,7154624,438953536,13669423,compile:/[teamSlug]/[project]/ai-gateway/leaderboards
2026-05-27T01:13:33.233Z,91949,7509552,438953536,14087439,
2026-05-27T01:13:33.529Z,92245,8110576,438953856,14513232,
2026-05-27T01:13:33.705Z,92421,7979728,438953856,14549600,
2026-05-27T01:13:33.955Z,92671,7821104,438953856,14555536,
2026-05-27T01:13:34.199Z,92915,7835472,438961072,14556752,
2026-05-27T01:13:34.452Z,93168,7671488,438961072,13460576,
